,TYPE,MainBranch,Country,ConvertedCompYearly,Employment
51190,Developer FS,I am a developer by profession,Germany,85315.0,"Employed, full-time"
51191,Other (please specify):,I am a developer by profession,Denmark,92052.0,"Employed, full-time"
51192,Developer BE,I am a developer by profession,Brazil,12468.0,"Employed, full-time"
51194,Manager,I am a developer by profession,United States of America,157000.0,"Employed, full-time"
51196,Manager,I am a developer by profession,United States of America,48000.0,"Independent contractor, freelancer, or self-employed"
51197,Testing/Apps/mobile,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
51198,Other (please specify):,I am a developer by profession,Greece,57588.0,"Employed, full-time"
51200,Testing/Apps/mobile,I am a developer by profession,United States of America,95000.0,"Employed, full-time"
51201,Developer FS,I am a developer by profession,Canada,46850.0,"Independent contractor, freelancer, or self-employed"
51204,Data,I am a developer by profession,Switzerland,113761.0,"Employed, full-time"
51205,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",New Zealand,102933.0,"Employed, full-time"
51207,Developer BE,I am a developer by profession,United States of America,100000.0,"Employed, full-time"
51208,Developer FS,I am a developer by profession,United States of America,80000.0,"Employed, full-time"
51209,Developer FE,I am a developer by profession,Mexico,10836.0,"Employed, full-time"
51210,Developer FS,"I am not primarily a developer, but I write code sometimes as part of my work",Germany,31992.0,"Employed, full-time"
51211,Developer BE,I am a developer by profession,United States of America,330000.0,"Employed, full-time"
51215,Manager,I am a developer by profession,Canada,93701.0,"Employed, full-time"
51217,Developer BE,I am a developer by profession,Brazil,14952.0,"Employed, full-time"
51218,Developer FS,I am a developer by profession,United States of America,145000.0,"Employed, full-time"
51219,Developer FS,I am a developer by profession,United States of America,80000.0,"Employed, full-time"
51220,Developer FS,I am a developer by profession,United States of America,68000.0,"Employed, full-time"
51222,Other (please specify):,I am a developer by profession,United States of America,220000.0,"Employed, full-time"
51223,Developer BE,I am a developer by profession,France,69318.0,"Employed, full-time"
51227,Developer FE,I am a developer by profession,Brazil,41550.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51230,Developer FE,I am a developer by profession,Canada,28116.0,"Employed, full-time"
51232,Developer BE,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
51236,Developer FS,I am a developer by profession,Canada,749604.0,"Employed, full-time"
51239,Testing/Apps/mobile,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
51240,Testing/Apps/mobile,I am a developer by profession,Colombia,24156.0,"Employed, full-time"
51244,Security/Cloud,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,24000.0,"Employed, full-time"
51245,Manager,I am a developer by profession,Argentina,23628.0,"Independent contractor, freelancer, or self-employed"
51247,Manager,I am a developer by profession,United States of America,210000.0,"Employed, full-time"
51248,Developer FS,I am a developer by profession,United States of America,45760.0,"Employed, full-time"
51249,Data,I am a developer by profession,Spain,53322.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51251,Manager,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
51252,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,125639.0,"Employed, full-time"
51254,Game Dev,I am a developer by profession,United States of America,218000.0,"Employed, full-time"
51255,Developer FS,I am a developer by profession,Brazil,11220.0,"Employed, full-time"
51257,Developer FS,I am a developer by profession,Italy,35192.0,"Employed, full-time"
51260,Other (please specify):,I am a developer by profession,United States of America,163000.0,"Employed, full-time"
51261,Manager,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
51262,Data,I am a developer by profession,United States of America,83500.0,"Employed, full-time"
51264,Developer BE,I am a developer by profession,United States of America,179000.0,"Employed, full-time"
51266,Educator,I am a developer by profession,United States of America,80000.0,"Employed, full-time"
51267,Testing/Apps/mobile,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
51268,Testing/Apps/mobile,I am a developer by profession,Germany,51189.0,"Employed, full-time"
51270,Developer FS,I am a developer by profession,United States of America,150000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51272,Developer FS,I am a developer by profession,United States of America,450000.0,"Employed, full-time"
51273,Developer BE,I am a developer by profession,United States of America,134500.0,"Employed, full-time"
51275,Developer FS,I am a developer by profession,Romania,38820.0,"Employed, full-time"
51276,Developer FS,I am a developer by profession,India,10056.0,"Employed, full-time"
51277,Data,I am a developer by profession,United States of America,110000.0,"Employed, full-time"
51280,Developer BE,I am a developer by profession,Brazil,34068.0,"Employed, full-time"
51283,Developer BE,I am a developer by profession,United States of America,200000.0,"Employed, full-time"
51284,Developer FE,I am a developer by profession,United States of America,85000.0,"Employed, full-time"
51285,DevOps,"I am not primarily a developer, but I write code sometimes as part of my work",Poland,69372.0,"Independent contractor, freelancer, or self-employed"
51288,Developer FS,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
51289,Data,I am a developer by profession,United States of America,150000.0,"Independent contractor, freelancer, or self-employed"
51290,Developer FS,I am a developer by profession,Spain,58654.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51291,Educator,I am a developer by profession,Germany,33912.0,"Employed, full-time"
51293,Manager,I am a developer by profession,United States of America,210000.0,"Employed, full-time"
51295,Developer FS,I am a developer by profession,United States of America,185000.0,"Independent contractor, freelancer, or self-employed"
51296,Manager,I am a developer by profession,United States of America,155000.0,"Employed, full-time"
51299,Developer BE,I am a developer by profession,Sweden,88881.0,"Employed, full-time"
51300,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,76137.0,"Employed, full-time"
51301,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,120000.0,"Employed, full-time"
51302,Developer FS,I am a developer by profession,Belarus,24000.0,"Employed, full-time"
51303,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,400000.0,"Employed, full-time"
51304,Manager,I am a developer by profession,United States of America,144000.0,"Independent contractor, freelancer, or self-employed"
51305,DevOps,"I am not primarily a developer, but I write code sometimes as part of my work",India,54168.0,"Employed, full-time"
51308,Developer FS,I am a developer by profession,United States of America,230000.0,"Employed, full-time"
51311,Data,I am a developer by profession,United States of America,107000.0,"Employed, full-time"
51312,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",Poland,69375.0,"Independent contractor, freelancer, or self-employed"
51313,Developer FS,I am a developer by profession,Spain,29860.0,"Employed, full-time"
51314,Data,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
51318,Developer FS,I am a developer by profession,United States of America,145000.0,"Employed, full-time"
51319,Data,I am a developer by profession,Brazil,7476.0,"Employed, full-time"
51320,Developer BE,I am a developer by profession,Mexico,78276.0,"Employed, full-time"
51321,Developer FS,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
51324,Developer FS,I am a developer by profession,Denmark,65960.0,"Employed, full-time"
51326,Developer FS,I am a developer by profession,United States of America,133000.0,"Employed, full-time"
51327,Developer FE,I am a developer by profession,Egypt,3588.0,"Employed, full-time"
51330,Manager,I am a developer by profession,Spain,127972.0,"Employed, full-time"
51331,Developer FS,I am a developer by profession,Germany,74651.0,"Employed, full-time"
